ItemCode,AlternateItemCode,StyleCode,ProductType,Description,SubDescription,Measure,TillDescription,SuspendDate,DepartmentCode,SectionCode,SubSectionCode,ModelCode,SupplierCode,SupplierReference,LeadTime,PackSize,DirectDelivery,PrimaryBarcode,SeasonCode,BrandCode,RangeCode,StockGroupCode,ConcessionCode,PosGroupCode,StockCategoryCode1,StockCategoryCode2,AttributeGroup 1,AttributeCode 1,RangeCode1,RangeDetail1,RangeCode2,RangeDetail2,RangeCode3,RangeDetail3
1024450009,1024450009,102445,UNIT,SS22 7410 CHARLOTTE PRINT 302C PRINTED BENGLINE CROP,BLFloral/16,QUANTITY,SS22 7410 Charlotte Print 302C BLFloral/16,,5,84,73,,81024,2285702,30,1,N,5.05709E+12,122,PER,,,,1,,,,,COLOUR,BLFloral,SIZE ,16,,
1024450010,1024450010,102445,UNIT,SS22 7410 CHARLOTTE PRINT 302C PRINTED BENGLINE CROP,BLFloral/18,QUANTITY,SS22 7410 Charlotte Print 302C BLFloral/18,,5,84,73,,81024,2285719,30,1,N,5.05709E+12,122,PER,,,,1,,,,,COLOUR,BLFloral,SIZE ,18,,
1024450011,1024450011,102445,UNIT,SS22 7410 CHARLOTTE PRINT 302C PRINTED BENGLINE CROP,Navy/10,QUANTITY,SS22 7410 Charlotte Print 302C Navy/10,,5,84,73,,81024,2285726,30,1,N,5.05709E+12,122,PER,,,,1,,,,,COLOUR,Navy,SIZE ,10,,
1024450012,1024450012,102445,UNIT,SS22 7410 CHARLOTTE PRINT 302C PRINTED BENGLINE CROP,Navy/12,QUANTITY,SS22 7410 Charlotte Print 302C Navy/12,,5,84,73,,81024,2285733,30,1,N,5.05709E+12,122,PER,,,,1,,,,,COLOUR,Navy,SIZE ,12,,
1024450013,1024450013,102445,UNIT,SS22 7410 CHARLOTTE PRINT 302C PRINTED BENGLINE CROP,Navy/14,QUANTITY,SS22 7410 Charlotte Print 302C Navy/14,,5,84,73,,81024,2285740,30,1,N,5.05709E+12,122,PER,,,,1,,,,,COLOUR,Navy,SIZE ,14,,
1024450014,1024450014,102445,UNIT,SS22 7410 CHARLOTTE PRINT 302C PRINTED BENGLINE CROP,Navy/16,QUANTITY,SS22 7410 Charlotte Print 302C Navy/16,,5,84,73,,81024,2285757,30,1,N,5.05709E+12,122,PER,,,,1,,,,,COLOUR,Navy,SIZE ,16,,
1024450015,1024450015,102445,UNIT,SS22 7410 CHARLOTTE PRINT 302C PRINTED BENGLINE CROP,Navy/18,QUANTITY,SS22 7410 Charlotte Print 302C Navy/18,,5,84,73,,81024,2285764,30,1,N,5.05709E+12,122,PER,,,,1,,,,,COLOUR,Navy,SIZE ,18,,
1024460001,1024460001,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,Beige/S,QUANTITY,SS22 7505 Sophie Gl10037 SS Beige/S,,5,85,80,,81071,2247144,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Beige,SIZE ,S,,
1024460002,1024460002,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,Beige/M,QUANTITY,SS22 7505 Sophie Gl10037 SS Beige/M,,5,85,80,,81071,2247151,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Beige,SIZE ,M,,
1024460003,1024460003,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,Beige/L,QUANTITY,SS22 7505 Sophie Gl10037 SS Beige/L,,5,85,80,,81071,2247168,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Beige,SIZE ,L,,
1024460004,1024460004,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,Beige/XL,QUANTITY,SS22 7505 Sophie Gl10037 SS Beige/XL,,5,85,80,,81071,2247175,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Beige,SIZE ,XL,,
1024460005,1024460005,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,White/S,QUANTITY,SS22 7505 Sophie Gl10037 SS White/S,,5,85,80,,81071,2247182,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,White,SIZE ,S,,
1024460006,1024460006,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,White/M,QUANTITY,SS22 7505 Sophie Gl10037 SS White/M,,5,85,80,,81071,2247199,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,White,SIZE ,M,,
1024460007,1024460007,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,White/L,QUANTITY,SS22 7505 Sophie Gl10037 SS White/L,,5,85,80,,81071,2247205,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,White,SIZE ,L,,
1024460008,1024460008,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,White/XL,QUANTITY,SS22 7505 Sophie Gl10037 SS White/XL,,5,85,80,,81071,2247298,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,White,SIZE ,XL,,
1024460009,1024460009,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,Orange/S,QUANTITY,SS22 7505 Sophie Gl10037 SS Orange/S,,5,85,80,,81071,2247304,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,S,,
1024460010,1024460010,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,Orange/M,QUANTITY,SS22 7505 Sophie Gl10037 SS Orange/M,,5,85,80,,81071,2247311,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,M,,
1024460011,1024460011,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,Orange/L,QUANTITY,SS22 7505 Sophie Gl10037 SS Orange/L,,5,85,80,,81071,2247328,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,L,,
1024460012,1024460012,102446,UNIT,SS22 7505 SOPHIE GL10037 SS BASIC DOUBLE LAYER SCOOP NECK TEE,Orange/XL,QUANTITY,SS22 7505 Sophie Gl10037 SS Orange/XL,,5,85,80,,81071,2247335,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,XL,,
1024470001,1024470001,102447,UNIT,SS22 7507 LOUISE B GL10048 SS FINE STRIPE TEE,Asstd/S,QUANTITY,SS22 7507 Louise B Gl10048 SS ASStd/S,,5,85,80,,81071,2247540,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Asstd,SIZE ,S,,
1024470002,1024470002,102447,UNIT,SS22 7507 LOUISE B GL10048 SS FINE STRIPE TEE,Asstd/M,QUANTITY,SS22 7507 Louise B Gl10048 SS ASStd/M,,5,85,80,,81071,2247557,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Asstd,SIZE ,M,,
1024470003,1024470003,102447,UNIT,SS22 7507 LOUISE B GL10048 SS FINE STRIPE TEE,Asstd/L,QUANTITY,SS22 7507 Louise B Gl10048 SS ASStd/L,,5,85,80,,81071,2247564,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Asstd,SIZE ,L,,
1024470004,1024470004,102447,UNIT,SS22 7507 LOUISE B GL10048 SS FINE STRIPE TEE,Asstd/XL,QUANTITY,SS22 7507 Louise B Gl10048 SS ASStd/XL,,5,85,80,,81071,2247571,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Asstd,SIZE ,XL,,
1024480001,1024480001,102448,UNIT,SS22 7509 ELLEN GL10024 SS BOLD STRIPE TEE,Asstd/S,QUANTITY,SS22 7509 Ellen Gl10024 Tee ASStd/S,,5,85,80,,81071,2247342,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Asstd,SIZE ,S,,
1024480002,1024480002,102448,UNIT,SS22 7509 ELLEN GL10024 SS BOLD STRIPE TEE,Asstd/M,QUANTITY,SS22 7509 Ellen Gl10024 Tee ASStd/M,,5,85,80,,81071,2247359,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Asstd,SIZE ,M,,
1024480003,1024480003,102448,UNIT,SS22 7509 ELLEN GL10024 SS BOLD STRIPE TEE,Asstd/L,QUANTITY,SS22 7509 Ellen Gl10024 Tee ASStd/L,,5,85,80,,81071,2247366,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Asstd,SIZE ,L,,
1024480004,1024480004,102448,UNIT,SS22 7509 ELLEN GL10024 SS BOLD STRIPE TEE,Asstd/XL,QUANTITY,SS22 7509 Ellen Gl10024 Tee ASStd/XL,,5,85,80,,81071,2247373,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Asstd,SIZE ,XL,,
1024490001,1024490001,102449,UNIT,SS22 7510 OLIVIA GL10033 SS CROCHET NECK DETAIL T-SHIRT,Pink/S,QUANTITY,SS22 7510 Olivia Gl10033 Pink/S,,5,85,80,,81071,2247588,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Pink,SIZE ,S,,
1024490002,1024490002,102449,UNIT,SS22 7510 OLIVIA GL10033 SS CROCHET NECK DETAIL T-SHIRT,Pink/M,QUANTITY,SS22 7510 Olivia Gl10033 Pink/M,,5,85,80,,81071,2247595,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Pink,SIZE ,M,,
1024490003,1024490003,102449,UNIT,SS22 7510 OLIVIA GL10033 SS CROCHET NECK DETAIL T-SHIRT,Pink/L,QUANTITY,SS22 7510 Olivia Gl10033 Pink/L,,5,85,80,,81071,2247601,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Pink,SIZE ,L,,
1024490004,1024490004,102449,UNIT,SS22 7510 OLIVIA GL10033 SS CROCHET NECK DETAIL T-SHIRT,Pink/XL,QUANTITY,SS22 7510 Olivia Gl10033 Pink/XL,,5,85,80,,81071,2247618,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Pink,SIZE ,XL,,
1024490005,1024490005,102449,UNIT,SS22 7510 OLIVIA GL10033 SS CROCHET NECK DETAIL T-SHIRT,Orange/S,QUANTITY,SS22 7510 Olivia Gl10033 Orange/S,,5,85,80,,81071,2247212,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,S,,
1024490006,1024490006,102449,UNIT,SS22 7510 OLIVIA GL10033 SS CROCHET NECK DETAIL T-SHIRT,Orange/M,QUANTITY,SS22 7510 Olivia Gl10033 Orange/M,,5,85,80,,81071,2247229,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,M,,
1024490007,1024490007,102449,UNIT,SS22 7510 OLIVIA GL10033 SS CROCHET NECK DETAIL T-SHIRT,Orange/L,QUANTITY,SS22 7510 Olivia Gl10033 Orange/L,,5,85,80,,81071,2247236,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,L,,
1024490008,1024490008,102449,UNIT,SS22 7510 OLIVIA GL10033 SS CROCHET NECK DETAIL T-SHIRT,Orange/XL,QUANTITY,SS22 7510 Olivia Gl10033 Orange/XL,,5,85,80,,81071,2247243,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,XL,,
1024500001,1024500001,102450,UNIT,SS22 7511 HAZEL GL10023 3/4 SLV MULTI STRIPE ROLL BACK SLV TEE,Yellow/S,QUANTITY,SS22 7511 Hazel Gl10023 3/4 Yellow/S,,5,85,83,,81071,2247250,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Yellow,SIZE ,S,,
1024500002,1024500002,102450,UNIT,SS22 7511 HAZEL GL10023 3/4 SLV MULTI STRIPE ROLL BACK SLV TEE,Yellow/M,QUANTITY,SS22 7511 Hazel Gl10023 3/4 Yellow/M,,5,85,83,,81071,2247267,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Yellow,SIZE ,M,,
1024500003,1024500003,102450,UNIT,SS22 7511 HAZEL GL10023 3/4 SLV MULTI STRIPE ROLL BACK SLV TEE,Yellow/L,QUANTITY,SS22 7511 Hazel Gl10023 3/4 Yellow/L,,5,85,83,,81071,2247274,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Yellow,SIZE ,L,,
1024500004,1024500004,102450,UNIT,SS22 7511 HAZEL GL10023 3/4 SLV MULTI STRIPE ROLL BACK SLV TEE,Yellow/XL,QUANTITY,SS22 7511 Hazel Gl10023 3/4 Yellow/XL,,5,85,83,,81071,2247281,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Yellow,SIZE ,XL,,
1024510001,1024510001,102451,UNIT,SS22 7516 ZOE GL10030 LS ROLL BACK PRINT CREW NECK TEE,Multi/S,QUANTITY,SS22 7516 Zoe Gl10030 Ls Roll Multi/S,,5,85,81,,81071,2247380,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Multi,SIZE ,S,,
1024510002,1024510002,102451,UNIT,SS22 7516 ZOE GL10030 LS ROLL BACK PRINT CREW NECK TEE,Multi/M,QUANTITY,SS22 7516 Zoe Gl10030 Ls Roll Multi/M,,5,85,81,,81071,2247397,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Multi,SIZE ,M,,
1024510003,1024510003,102451,UNIT,SS22 7516 ZOE GL10030 LS ROLL BACK PRINT CREW NECK TEE,Multi/L,QUANTITY,SS22 7516 Zoe Gl10030 Ls Roll Multi/L,,5,85,81,,81071,2247403,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Multi,SIZE ,L,,
1024510004,1024510004,102451,UNIT,SS22 7516 ZOE GL10030 LS ROLL BACK PRINT CREW NECK TEE,Multi/XL,QUANTITY,SS22 7516 Zoe Gl10030 Ls Roll Multi/XL,,5,85,81,,81071,2247410,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Multi,SIZE ,XL,,
1024520001,1024520001,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,GREEN/S,QUANTITY,SS22 7518 Penelope Gl10041 SS GREEN/S,,5,85,80,,81071,2247465,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,GREEN,SIZE ,S,,
1024520002,1024520002,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,GREEN/M,QUANTITY,SS22 7518 Penelope Gl10041 SS GREEN/M,,5,85,80,,81071,2247472,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,GREEN,SIZE ,M,,
1024520003,1024520003,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,GREEN/L,QUANTITY,SS22 7518 Penelope Gl10041 SS GREEN/L,,5,85,80,,81071,2247489,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,GREEN,SIZE ,L,,
1024520004,1024520004,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,GREEN/XL,QUANTITY,SS22 7518 Penelope Gl10041 SS GREEN/XL,,5,85,80,,81071,2247496,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,GREEN,SIZE ,XL,,
1024520005,1024520005,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,Dkgreen/S,QUANTITY,SS22 7518 Penelope Gl10041 SS Dkgreen/S,,5,85,80,,81071,2247625,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Dkgreen,SIZE ,S,,
1024520006,1024520006,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,Dkgreen/M,QUANTITY,SS22 7518 Penelope Gl10041 SS Dkgreen/M,,5,85,80,,81071,2247632,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Dkgreen,SIZE ,M,,
1024520007,1024520007,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,Dkgreen/L,QUANTITY,SS22 7518 Penelope Gl10041 SS Dkgreen/L,,5,85,80,,81071,2247649,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Dkgreen,SIZE ,L,,
1024520008,1024520008,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,Dkgreen/XL,QUANTITY,SS22 7518 Penelope Gl10041 SS Dkgreen/XL,,5,85,80,,81071,2247656,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Dkgreen,SIZE ,XL,,
1024520009,1024520009,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,Orange/S,QUANTITY,SS22 7518 Penelope Gl10041 SS Orange/S,,5,85,80,,81071,2247427,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,S,,
1024520010,1024520010,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,Orange/M,QUANTITY,SS22 7518 Penelope Gl10041 SS Orange/M,,5,85,80,,81071,2247434,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,M,,
1024520011,1024520011,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,Orange/L,QUANTITY,SS22 7518 Penelope Gl10041 SS Orange/L,,5,85,80,,81071,2247441,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,L,,
1024520012,1024520012,102452,UNIT,SS22 7518 PENELOPE GL10041 SS CROCHET NECK DETAIL,Orange/XL,QUANTITY,SS22 7518 Penelope Gl10041 SS Orange/XL,,5,85,80,,81071,2247458,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,Orange,SIZE ,XL,,
1024530001,1024530001,102453,UNIT,SS22 7520 MOLLY GL10044 3/4 SLV GRANDAD TOP WITH BROD PANELS,GREEN/S,QUANTITY,SS22 7520 Molly Gl10044 3/4 GREEN/S,,5,85,80,,81071,2247502,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,GREEN,SIZE ,S,,
1024530002,1024530002,102453,UNIT,SS22 7520 MOLLY GL10044 3/4 SLV GRANDAD TOP WITH BROD PANELS,GREEN/M,QUANTITY,SS22 7520 Molly Gl10044 3/4 GREEN/M,,5,85,80,,81071,2247519,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,GREEN,SIZE ,M,,
1024530003,1024530003,102453,UNIT,SS22 7520 MOLLY GL10044 3/4 SLV GRANDAD TOP WITH BROD PANELS,GREEN/L,QUANTITY,SS22 7520 Molly Gl10044 3/4 GREEN/L,,5,85,80,,81071,2247526,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,GREEN,SIZE ,L,,
1024530004,1024530004,102453,UNIT,SS22 7520 MOLLY GL10044 3/4 SLV GRANDAD TOP WITH BROD PANELS,GREEN/XL,QUANTITY,SS22 7520 Molly Gl10044 3/4 GREEN/XL,,5,85,80,,81071,2247533,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,GREEN,SIZE ,XL,,
1024540001,1024540001,102454,UNIT,SS22 7525 NAOMI GL10022 STRIPE QUARTER ZIP LS SWEAT TOP,BLUE/S,QUANTITY,SS22 7525 Naomi Gl10022 Stripe BLUE/S,,5,83,62,,81071,2245706,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,BLUE,SIZE ,S,,
1024540002,1024540002,102454,UNIT,SS22 7525 NAOMI GL10022 STRIPE QUARTER ZIP LS SWEAT TOP,BLUE/M,QUANTITY,SS22 7525 Naomi Gl10022 Stripe BLUE/M,,5,83,62,,81071,2245713,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,BLUE,SIZE ,M,,
1024540003,1024540003,102454,UNIT,SS22 7525 NAOMI GL10022 STRIPE QUARTER ZIP LS SWEAT TOP,BLUE/L,QUANTITY,SS22 7525 Naomi Gl10022 Stripe BLUE/L,,5,83,62,,81071,2245720,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,BLUE,SIZE ,L,,
1024540004,1024540004,102454,UNIT,SS22 7525 NAOMI GL10022 STRIPE QUARTER ZIP LS SWEAT TOP,BLUE/XL,QUANTITY,SS22 7525 Naomi Gl10022 Stripe BLUE/XL,,5,83,62,,81071,2245737,30,1,N,5.05709E+12,122,GLK,,,,1,,,,,COLOUR,BLUE,SIZE ,XL,,
1024550001,1024550001,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,White/S,QUANTITY,SS21 5103 SOCIETY WHITE\S,,3,41,310,,81080,2159065,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,White,SIZE ,S,,
1024550002,1024550002,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,White/M,QUANTITY,SS21 5103 SOCIETY WHITE\M,,3,41,310,,81080,2159072,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,White,SIZE ,M,,
1024550003,1024550003,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,White/L,QUANTITY,SS21 5103 SOCIETY WHITE\L,,3,41,310,,81080,2159089,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,White,SIZE ,L,,
1024550004,1024550004,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,White/XL,QUANTITY,SS21 5103 SOCIETY WHITE\XL,,3,41,310,,81080,2159096,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,White,SIZE ,XL,,
1024550005,1024550005,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,Navy/S,QUANTITY,SS22 7539 Society Faflfltr0009 Navy/S,,3,41,310,,81080,2242262,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Navy,SIZE ,S,,
1024550006,1024550006,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,Navy/M,QUANTITY,SS22 7539 Society Faflfltr0009 Navy/M,,3,41,310,,81080,2242279,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Navy,SIZE ,M,,
1024550007,1024550007,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,Navy/L,QUANTITY,SS22 7539 Society Faflfltr0009 Navy/L,,3,41,310,,81080,2242286,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Navy,SIZE ,L,,
1024550008,1024550008,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,Navy/XL,QUANTITY,SS22 7539 Society Faflfltr0009 Navy/XL,,3,41,310,,81080,2242293,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Navy,SIZE ,XL,,
1024550009,1024550009,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,Coral/XL,QUANTITY,SS21 5103 SOCIETY CORAL\XL,,3,41,310,,81080,2159058,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Coral,SIZE ,XL,,
1024550010,1024550010,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,Coral/S,QUANTITY,SS21 5103 SOCIETY CORAL\S,,3,41,310,,81080,2159027,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Coral,SIZE ,S,,
1024550011,1024550011,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,Purple/M,QUANTITY,SS22 7539 Society Faflfltr0009 Purple/M,,3,41,310,,81080,2242316,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Purple,SIZE ,M,,
1024550012,1024550012,102455,UNIT,SS21 5103 SOCIETY NEW MARL FLEECE,Coral/L,QUANTITY,SS21 5103 SOCIETY CORAL\L,,3,41,310,,81080,2159041,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Coral,SIZE ,L,,
1024560001,1024560001,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Coral/S,QUANTITY,SS21 5102 KEEPSAKE CORAL\S,,3,41,310,,81080,2194585,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Coral,SIZE ,S,,
1024560002,1024560002,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Coral/M,QUANTITY,SS21 5102 KEEPSAKE CORAL\M,,3,41,310,,81080,2194592,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Coral,SIZE ,M,,
1024560003,1024560003,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Purple/L,QUANTITY,SS22 7540 Keepsake Faflfltr003 Purple/L,,3,41,310,,81080,2242361,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Purple,SIZE ,L,,
1024560004,1024560004,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Purple/XL,QUANTITY,SS22 7540 Keepsake Faflfltr003 Purple/XL,,3,41,310,,81080,2242378,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Purple,SIZE ,XL,,
1024560005,1024560005,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Navy/S,QUANTITY,SS21 5102 KEEPSAKE NAVY\S,,3,41,310,,81080,2158983,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Navy,SIZE ,S,,
1024560006,1024560006,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Navy/M,QUANTITY,SS22 7540 Keepsake Faflfltr003 Navy/M,,3,41,310,,81080,2242392,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Navy,SIZE ,M,,
1024560007,1024560007,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Navy/L,QUANTITY,SS22 7540 Keepsake Faflfltr003 Navy/L,,3,41,310,,81080,2242408,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Navy,SIZE ,L,,
1024560008,1024560008,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Navy/XL,QUANTITY,SS22 7540 Keepsake Faflfltr003 Navy/XL,,3,41,310,,81080,2242415,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Navy,SIZE ,XL,,
1024560009,1024560009,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Cream/S,QUANTITY,SS22 7540 Keepsake Faflfltr003 Cream/S,,3,41,310,,81080,2242422,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Cream,SIZE ,S,,
1024560010,1024560010,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Cream/M,QUANTITY,SS22 7540 Keepsake Faflfltr003 Cream/M,,3,41,310,,81080,2242439,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Cream,SIZE ,M,,
1024560011,1024560011,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Cream/L,QUANTITY,SS22 7540 Keepsake Faflfltr003 Cream/L,,3,41,310,,81080,2242446,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Cream,SIZE ,L,,
1024560012,1024560012,102456,UNIT,SS21 5102 KEEPSAKE NEW MARL FLEECE,Cream/XL,QUANTITY,SS22 7540 Keepsake Faflfltr003 Cream/XL,,3,41,310,,81080,2242453,30,1,N,5.04527E+12,121,TRE,,,,1,,,,,COLOUR,Cream,SIZE ,XL,,
